route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,scheduled_trip_id,train_id
RED,2,4982664_19722,"GLENMONT",0,,1,4982664,124
RED,2,4982647_19722,"GLENMONT",0,,1,4982647,125
RED,2,4982677_19722,"GLENMONT",0,,1,4982677,126
RED,2,4982687_19722,"GLENMONT",0,,1,4982687,127
RED,2,4982673_19722,"GLENMONT",0,,1,4982673,101
RED,2,4982674_19722,"GLENMONT",0,,1,4982674,102
RED,2,4982700_19722,"GLENMONT",0,,1,4982700,103
RED,2,4982685_19722,"GLENMONT",0,,1,4982685,104
RED,2,4982668_19722,"GLENMONT",0,,1,4982668,105
RED,2,4982696_19722,"GLENMONT",0,,1,4982696,106
RED,2,4982695_19722,"GLENMONT",0,,1,4982695,107
RED,2,4982690_19722,"GLENMONT",0,,1,4982690,108
RED,2,4982680_19722,"GLENMONT",0,,1,4982680,109
RED,2,4982676_19722,"GLENMONT",0,,1,4982676,110
RED,2,4982669_19722,"GLENMONT",0,,1,4982669,111
RED,2,4982688_19722,"GLENMONT",0,,1,4982688,113
RED,2,4982698_19722,"GLENMONT",0,,1,4982698,114
RED,2,4982708_19722,"GLENMONT",0,,1,4982708,115
RED,2,4982739_19722,"GLENMONT",0,,1,4982739,116
RED,2,4982711_19722,"GLENMONT",0,,1,4982711,117
RED,2,4982725_19722,"GLENMONT",0,,1,4982725,118
RED,2,4982729_19722,"GLENMONT",0,,1,4982729,119
RED,2,4982715_19722,"GLENMONT",0,,1,4982715,120
RED,2,4982712_19722,"GLENMONT",0,,1,4982712,121
RED,2,4982733_19722,"GLENMONT",0,,1,4982733,122
RED,2,4982741_19722,"GLENMONT",0,,1,4982741,123
RED,2,4982738_19722,"GLENMONT",0,,1,4982738,124
RED,2,4982703_19722,"GLENMONT",0,,1,4982703,125
RED,2,4982732_19722,"GLENMONT",0,,1,4982732,126
RED,2,4982735_19722,"GLENMONT",0,,1,4982735,127
RED,2,4982707_19722,"GLENMONT",0,,1,4982707,101
RED,2,4982716_19722,"GLENMONT",0,,1,4982716,102
RED,2,4982734_19722,"GLENMONT",0,,1,4982734,103
RED,2,4982713_19722,"GLENMONT",0,,1,4982713,104
RED,2,4982744_19722,"GLENMONT",0,,1,4982744,105
RED,2,4982758_19722,"GLENMONT",0,,1,4982758,106
RED,2,4982751_19722,"GLENMONT",0,,1,4982751,107
RED,2,4982754_19722,"GLENMONT",0,,1,4982754,108
RED,2,4982756_19722,"GLENMONT",0,,1,4982756,109
RED,2,4982757_19722,"GLENMONT",0,,1,4982757,110
RED,2,4982752_19722,"GLENMONT",0,,1,4982752,111
RED,2,4982743_19722,"GLENMONT",0,,1,4982743,113
RED,2,4982777_19722,"GLENMONT",0,,1,4982777,114
RED,2,4982775_19722,"GLENMONT",0,,1,4982775,115
RED,2,4982787_19722,"GLENMONT",0,,1,4982787,116
RED,2,4982769_19722,"GLENMONT",0,,1,4982769,117
RED,2,4982795_19722,"GLENMONT",0,,1,4982795,118
RED,2,4982765_19722,"GLENMONT",0,,1,4982765,119
RED,2,4982785_19722,"GLENMONT",0,,1,4982785,120
RED,2,4982797_19722,"GLENMONT",0,,1,4982797,121
RED,2,4982799_19722,"GLENMONT",0,,1,4982799,122
RED,2,4982779_19722,"GLENMONT",0,,1,4982779,123
RED,2,4982786_19722,"GLENMONT",0,,1,4982786,124
RED,2,4982774_19722,"GLENMONT",0,,1,4982774,125
RED,2,4982762_19722,"GLENMONT",0,,1,4982762,126
RED,2,4982793_19722,"GLENMONT",0,,1,4982793,127
RED,2,4982788_19722,"GLENMONT",0,,1,4982788,101
RED,2,4982772_19722,"GLENMONT",0,,1,4982772,102
RED,2,4982790_19722,"GLENMONT",0,,1,4982790,103
RED,2,4982773_19722,"GLENMONT",0,,1,4982773,104
RED,2,4982789_19722,"GLENMONT",0,,1,4982789,105
RED,2,4982764_19722,"GLENMONT",0,,1,4982764,106
RED,2,4982809_19722,"GLENMONT",0,,1,4982809,107
RED,2,4982807_19722,"GLENMONT",0,,1,4982807,108
RED,2,4982811_19722,"GLENMONT",0,,1,4982811,109
RED,2,4982815_19722,"GLENMONT",0,,1,4982815,110
RED,2,4982814_19722,"GLENMONT",0,,1,4982814,111
RED,2,4982802_19722,"GLENMONT",0,,1,4982802,113
RED,2,4982810_19722,"GLENMONT",0,,1,4982810,114
RED,2,4982818_19722,"GLENMONT",0,,1,4982818,115
RED,2,4982805_19722,"GLENMONT",0,,1,4982805,116
RED,2,4982821_19722,"GLENMONT",0,,1,4982821,117
RED,2,4982822_19722,"GLENMONT",0,,1,4982822,118
RED,2,4982819_19722,"GLENMONT",0,,1,4982819,119
RED,2,4982828_19722,"GLENMONT",0,,1,4982828,120
RED,2,4982847_19722,"GLENMONT",0,,1,4982847,121
RED,2,4982837_19722,"GLENMONT",0,,1,4982837,122
RED,2,4982843_19722,"GLENMONT",0,,1,4982843,123
RED,2,4982844_19722,"GLENMONT",0,,1,4982844,124
RED,2,4982826_19722,"GLENMONT",0,,1,4982826,125
RED,2,4982829_19722,"GLENMONT",0,,1,4982829,126
RED,2,4982838_19722,"GLENMONT",0,,1,4982838,127
RED,2,4982842_19722,"GLENMONT",0,,1,4982842,101
RED,2,4982834_19722,"GLENMONT",0,,1,4982834,102
RED,2,4982831_19722,"GLENMONT",0,,1,4982831,103
RED,2,4982848_19722,"GLENMONT",0,,1,4982848,104
RED,2,4982870_19722,"GLENMONT",0,,1,4982870,105
RED,2,4982876_19722,"GLENMONT",0,,1,4982876,106
RED,2,4982888_19722,"GLENMONT",0,,1,4982888,107
RED,2,4982889_19722,"GLENMONT",0,,1,4982889,108
RED,2,4982879_19722,"GLENMONT",0,,1,4982879,109
RED,2,4982869_19722,"GLENMONT",0,,1,4982869,110
RED,2,4982865_19722,"GLENMONT",0,,1,4982865,111
RED,2,4982854_19722,"GLENMONT",0,,1,4982854,113
RED,2,4982880_19722,"GLENMONT",0,,1,4982880,114
RED,2,4982885_19722,"GLENMONT",0,,1,4982885,115
