trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
4982664_19680,07:41:00,07:41:00,PF_B02_1,17,0,0,18.9530
4982647_19680,07:47:00,07:47:00,PF_B02_1,17,0,0,18.9530
4982677_19680,07:53:00,07:53:00,PF_B02_1,17,0,0,18.9530
4982687_19680,07:59:00,07:59:00,PF_B02_1,17,0,0,18.9530
4982673_19680,08:05:00,08:05:00,PF_B02_1,17,0,0,18.9530
4982674_19680,08:11:00,08:11:00,PF_B02_1,17,0,0,18.9530
4982700_19680,08:17:00,08:17:00,PF_B02_1,17,0,0,18.9530
4982685_19680,08:23:00,08:23:00,PF_B02_1,17,0,0,18.9530
4982668_19680,08:29:00,08:29:00,PF_B02_1,17,0,0,18.9530
4982696_19680,08:35:00,08:35:00,PF_B02_1,17,0,0,18.9530
4982695_19680,08:41:00,08:41:00,PF_B02_1,17,0,0,18.9530
4982690_19680,08:47:00,08:47:00,PF_B02_1,17,0,0,18.9530
4982680_19680,08:53:00,08:53:00,PF_B02_1,17,0,0,18.9530
4982676_19680,08:59:00,08:59:00,PF_B02_1,17,0,0,18.9530
4982669_19680,09:05:00,09:05:00,PF_B02_1,17,0,0,18.9530
4982688_19680,09:11:00,09:11:00,PF_B02_1,17,0,0,18.9530
4982698_19680,09:17:00,09:17:00,PF_B02_1,17,0,0,18.9530
4982708_19680,09:23:00,09:23:00,PF_B02_1,17,0,0,18.9530
4982739_19680,09:29:00,09:29:00,PF_B02_1,17,0,0,18.9530
4982711_19680,09:35:00,09:35:00,PF_B02_1,17,0,0,18.9530
4982725_19680,09:41:00,09:41:00,PF_B02_1,17,0,0,18.9530
4982729_19680,09:47:00,09:47:00,PF_B02_1,17,0,0,18.9530
4982715_19680,09:53:00,09:53:00,PF_B02_1,17,0,0,18.9530
4982712_19680,09:59:00,09:59:00,PF_B02_1,17,0,0,18.9530
4982733_19680,10:05:00,10:05:00,PF_B02_1,17,0,0,18.9530
4982741_19680,10:11:00,10:11:00,PF_B02_1,17,0,0,18.9530
4982738_19680,10:17:00,10:17:00,PF_B02_1,17,0,0,18.9530
4982703_19680,10:23:00,10:23:00,PF_B02_1,17,0,0,18.9530
4982732_19680,10:29:00,10:29:00,PF_B02_1,17,0,0,18.9530
4982735_19680,10:35:00,10:35:00,PF_B02_1,17,0,0,18.9530
4982707_19680,10:41:00,10:41:00,PF_B02_1,17,0,0,18.9530
4982716_19680,10:47:00,10:47:00,PF_B02_1,17,0,0,18.9530
4982734_19680,10:53:00,10:53:00,PF_B02_1,17,0,0,18.9530
4982713_19680,10:59:00,10:59:00,PF_B02_1,17,0,0,18.9530
4982744_19680,11:05:00,11:05:00,PF_B02_1,17,0,0,18.9530
4982758_19680,11:11:00,11:11:00,PF_B02_1,17,0,0,18.9530
4982751_19680,11:17:00,11:17:00,PF_B02_1,17,0,0,18.9530
4982754_19680,11:23:00,11:23:00,PF_B02_1,17,0,0,18.9530
4982756_19680,11:29:00,11:29:00,PF_B02_1,17,0,0,18.9530
4982757_19680,11:35:00,11:35:00,PF_B02_1,17,0,0,18.9530
4982752_19680,11:41:00,11:41:00,PF_B02_1,17,0,0,18.9530
4982743_19680,11:47:00,11:47:00,PF_B02_1,17,0,0,18.9530
4982777_19680,11:53:00,11:53:00,PF_B02_1,17,0,0,18.9530
4982775_19680,11:59:00,11:59:00,PF_B02_1,17,0,0,18.9530
4982787_19680,12:05:00,12:05:00,PF_B02_1,17,0,0,18.9530
4982769_19680,12:11:00,12:11:00,PF_B02_1,17,0,0,18.9530
4982795_19680,12:17:00,12:17:00,PF_B02_1,17,0,0,18.9530
4982765_19680,12:23:00,12:23:00,PF_B02_1,17,0,0,18.9530
4982785_19680,12:29:00,12:29:00,PF_B02_1,17,0,0,18.9530
4982797_19680,12:35:00,12:35:00,PF_B02_1,17,0,0,18.9530
4982799_19680,12:41:00,12:41:00,PF_B02_1,17,0,0,18.9530
4982779_19680,12:47:00,12:47:00,PF_B02_1,17,0,0,18.9530
4982786_19680,12:53:00,12:53:00,PF_B02_1,17,0,0,18.9530
4982774_19680,12:59:00,12:59:00,PF_B02_1,17,0,0,18.9530
4982762_19680,13:05:00,13:05:00,PF_B02_1,17,0,0,18.9530
4982793_19680,13:11:00,13:11:00,PF_B02_1,17,0,0,18.9530
4982788_19680,13:17:00,13:17:00,PF_B02_1,17,0,0,18.9530
4982772_19680,13:23:00,13:23:00,PF_B02_1,17,0,0,18.9530
4982790_19680,13:29:00,13:29:00,PF_B02_1,17,0,0,18.9530
4982773_19680,13:35:00,13:35:00,PF_B02_1,17,0,0,18.9530
4982789_19680,13:41:00,13:41:00,PF_B02_1,17,0,0,18.9530
4982764_19680,13:47:00,13:47:00,PF_B02_1,17,0,0,18.9530
4982809_19680,13:53:00,13:53:00,PF_B02_1,17,0,0,18.9530
4982807_19680,13:59:00,13:59:00,PF_B02_1,17,0,0,18.9530
4982811_19680,14:05:00,14:05:00,PF_B02_1,17,0,0,18.9530
4982815_19680,14:11:00,14:11:00,PF_B02_1,17,0,0,18.9530
4982814_19680,14:17:00,14:17:00,PF_B02_1,17,0,0,18.9530
4982802_19680,14:23:00,14:23:00,PF_B02_1,17,0,0,18.9530
4982810_19680,14:29:00,14:29:00,PF_B02_1,17,0,0,18.9530
4982818_19680,14:35:00,14:35:00,PF_B02_1,17,0,0,18.9530
