trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
4982805_19680,14:41:00,14:41:00,PF_B02_1,17,0,0,18.9530
4982821_19680,14:47:00,14:47:00,PF_B02_1,17,0,0,18.9530
4982822_19680,14:53:00,14:53:00,PF_B02_1,17,0,0,18.9530
4982819_19680,14:59:00,14:59:00,PF_B02_1,17,0,0,18.9530
4982828_19680,15:05:00,15:05:00,PF_B02_1,17,0,0,18.9530
4982847_19680,15:11:00,15:11:00,PF_B02_1,17,0,0,18.9530
4982837_19680,15:17:00,15:17:00,PF_B02_1,17,0,0,18.9530
4982843_19680,15:23:00,15:23:00,PF_B02_1,17,0,0,18.9530
4982844_19680,15:29:00,15:29:00,PF_B02_1,17,0,0,18.9530
4982826_19680,15:35:00,15:35:00,PF_B02_1,17,0,0,18.9530
4982829_19680,15:41:00,15:41:00,PF_B02_1,17,0,0,18.9530
4982838_19680,15:47:00,15:47:00,PF_B02_1,17,0,0,18.9530
4982842_19680,15:53:00,15:53:00,PF_B02_1,17,0,0,18.9530
4982834_19680,15:59:00,15:59:00,PF_B02_1,17,0,0,18.9530
4982831_19680,16:05:00,16:05:00,PF_B02_1,17,0,0,18.9530
4982848_19680,16:11:00,16:11:00,PF_B02_1,17,0,0,18.9530
4982870_19680,16:17:00,16:17:00,PF_B02_1,17,0,0,18.9530
4982876_19680,16:23:00,16:23:00,PF_B02_1,17,0,0,18.9530
4982888_19680,16:29:00,16:29:00,PF_B02_1,17,0,0,18.9530
4982889_19680,16:35:00,16:35:00,PF_B02_1,17,0,0,18.9530
4982879_19680,16:41:00,16:41:00,PF_B02_1,17,0,0,18.9530
4982869_19680,16:47:00,16:47:00,PF_B02_1,17,0,0,18.9530
4982865_19680,16:53:00,16:53:00,PF_B02_1,17,0,0,18.9530
4982854_19680,16:59:00,16:59:00,PF_B02_1,17,0,0,18.9530
4982880_19680,17:05:00,17:05:00,PF_B02_1,17,0,0,18.9530
4982885_19680,17:11:00,17:11:00,PF_B02_1,17,0,0,18.9530
4982867_19680,17:17:00,17:17:00,PF_B02_1,17,0,0,18.9530
4982859_19680,17:23:00,17:23:00,PF_B02_1,17,0,0,18.9530
4982877_19680,17:29:00,17:29:00,PF_B02_1,17,0,0,18.9530
4982862_19680,17:35:00,17:35:00,PF_B02_1,17,0,0,18.9530
4982857_19680,17:41:00,17:41:00,PF_B02_1,17,0,0,18.9530
4982868_19680,17:47:00,17:47:00,PF_B02_1,17,0,0,18.9530
4982866_19680,17:53:00,17:53:00,PF_B02_1,17,0,0,18.9530
4982919_19680,17:59:00,17:59:00,PF_B02_1,17,0,0,18.9530
4982898_19680,18:05:00,18:05:00,PF_B02_1,17,0,0,18.9530
4982893_19680,18:11:00,18:11:00,PF_B02_1,17,0,0,18.9530
4982927_19680,18:17:00,18:17:00,PF_B02_1,17,0,0,18.9530
4982944_19680,18:23:00,18:23:00,PF_B02_1,17,0,0,18.9530
4982947_19680,18:29:00,18:29:00,PF_B02_1,17,0,0,18.9530
4982913_19680,18:35:00,18:35:00,PF_B02_1,17,0,0,18.9530
4982938_19680,18:41:00,18:41:00,PF_B02_1,17,0,0,18.9530
4982926_19680,18:47:00,18:47:00,PF_B02_1,17,0,0,18.9530
4982902_19680,18:53:00,18:53:00,PF_B02_1,17,0,0,18.9530
4982907_19680,18:59:00,18:59:00,PF_B02_1,17,0,0,18.9530
4982941_19680,19:05:00,19:05:00,PF_B02_1,17,0,0,18.9530
4982948_19680,19:11:00,19:11:00,PF_B02_1,17,0,0,18.9530
4982928_19680,19:17:00,19:17:00,PF_B02_1,17,0,0,18.9530
4982891_19680,19:23:00,19:23:00,PF_B02_1,17,0,0,18.9530
4982937_19680,19:29:00,19:29:00,PF_B02_1,17,0,0,18.9530
4982892_19680,19:35:00,19:35:00,PF_B02_1,17,0,0,18.9530
4982946_19680,19:41:00,19:41:00,PF_B02_1,17,0,0,18.9530
4982908_19680,19:47:00,19:47:00,PF_B02_1,17,0,0,18.9530
4982903_19680,19:53:00,19:53:00,PF_B02_1,17,0,0,18.9530
4982920_19680,19:59:00,19:59:00,PF_B02_1,17,0,0,18.9530
4982929_19680,20:05:00,20:05:00,PF_B02_1,17,0,0,18.9530
4982916_19680,20:11:00,20:11:00,PF_B02_1,17,0,0,18.9530
4982895_19680,20:17:00,20:17:00,PF_B02_1,17,0,0,18.9530
4982959_19680,20:23:00,20:23:00,PF_B02_1,17,0,0,18.9530
4982645_19680,20:29:00,20:29:00,PF_B02_1,17,0,0,18.9530
4982657_19680,20:35:00,20:35:00,PF_B02_1,17,0,0,18.9530
4982906_19680,20:41:00,20:41:00,PF_B02_1,17,0,0,18.9530
4982957_19680,20:47:00,20:47:00,PF_B02_1,17,0,0,18.9530
4982682_19680,20:53:00,20:53:00,PF_B02_1,17,0,0,18.9530
4982717_19680,20:59:00,20:59:00,PF_B02_1,17,0,0,18.9530
4982958_19680,21:05:00,21:05:00,PF_B02_1,17,0,0,18.9530
4982954_19680,21:11:00,21:11:00,PF_B02_1,17,0,0,18.9530
4982643_19680,21:17:00,21:17:00,PF_B02_1,17,0,0,18.9530
4982722_19680,21:23:00,21:23:00,PF_B02_1,17,0,0,18.9530
4982953_19680,21:29:00,21:29:00,PF_B02_1,17,0,0,18.9530
4982638_19680,21:35:00,21:35:00,PF_B02_1,17,0,0,18.9530
4982659_19680,21:41:00,21:41:00,PF_B02_1,17,0,0,18.9530
4982850_19680,21:47:00,21:47:00,PF_B02_1,17,0,0,18.9530
4982863_19680,21:53:00,21:53:00,PF_B02_1,17,0,0,18.9530
4982655_19680,21:59:00,21:59:00,PF_B02_1,17,0,0,18.9530
4982660_19680,22:05:00,22:05:00,PF_B02_1,17,0,0,18.9530
4982653_19680,22:11:00,22:11:00,PF_B02_1,17,0,0,18.9530
4982884_19680,22:19:00,22:19:00,PF_B02_1,17,0,0,18.9530
4982671_19680,22:28:00,22:28:00,PF_B02_1,17,0,0,18.9530
4982667_19680,22:38:00,22:38:00,PF_B02_1,17,0,0,18.9530
4982924_19680,22:48:00,22:48:00,PF_B02_1,17,0,0,18.9530
4982993_19680,22:58:00,22:58:00,PF_B02_1,17,0,0,18.9530
4982994_19680,23:08:00,23:08:00,PF_B02_1,17,0,0,18.9530
4982995_19680,23:18:00,23:18:00,PF_B02_1,17,0,0,18.9530
4982996_19680,23:28:00,23:28:00,PF_B02_1,17,0,0,18.9530
4982997_19680,23:38:00,23:38:00,PF_B02_1,17,0,0,18.9530
4982998_19680,23:48:00,23:48:00,PF_B02_1,17,0,0,18.9530
4982665_19680,23:58:00,23:58:00,PF_B02_1,17,0,0,18.9530
4982899_19680,24:08:00,24:08:00,PF_B02_1,17,0,0,18.9530
4982691_19680,24:18:00,24:18:00,PF_B02_1,17,0,0,18.9530
4982628_19680,24:28:00,24:28:00,PF_B02_1,17,0,0,18.9530
4982617_19680,24:38:00,24:38:00,PF_B02_1,17,0,0,18.9530
4982621_19680,24:48:00,24:48:00,PF_B02_1,17,0,0,18.9530
4982623_19680,24:58:00,24:58:00,PF_B02_1,17,0,0,18.9530
4982637_19680,25:10:00,25:10:00,PF_B02_1,17,0,0,18.9530
4983021_19680,07:41:00,07:41:00,PF_B02_1,17,0,0,18.9530
4983019_19680,07:47:00,07:47:00,PF_B02_1,17,0,0,18.9530
4983026_19680,07:53:00,07:53:00,PF_B02_1,17,0,0,18.9530
4983033_19680,07:59:00,07:59:00,PF_B02_1,17,0,0,18.9530
4983022_19680,08:05:00,08:05:00,PF_B02_1,17,0,0,18.9530
4983024_19680,08:11:00,08:11:00,PF_B02_1,17,0,0,18.9530
4983037_19680,08:17:00,08:17:00,PF_B02_1,17,0,0,18.9530
4983034_19680,08:23:00,08:23:00,PF_B02_1,17,0,0,18.9530
4983020_19680,08:29:00,08:29:00,PF_B02_1,17,0,0,18.9530
4983029_19680,08:35:00,08:35:00,PF_B02_1,17,0,0,18.9530
4983032_19680,08:41:00,08:41:00,PF_B02_1,17,0,0,18.9530
4983035_19680,08:47:00,08:47:00,PF_B02_1,17,0,0,18.9530
4983025_19680,08:53:00,08:53:00,PF_B02_1,17,0,0,18.9530
4983028_19680,08:59:00,08:59:00,PF_B02_1,17,0,0,18.9530
4983042_19680,09:05:00,09:05:00,PF_B02_1,17,0,0,18.9530
4983046_19680,09:11:00,09:11:00,PF_B02_1,17,0,0,18.9530
4983047_19680,09:17:00,09:17:00,PF_B02_1,17,0,0,18.9530
4983051_19680,09:23:00,09:23:00,PF_B02_1,17,0,0,18.9530
4983063_19680,09:29:00,09:29:00,PF_B02_1,17,0,0,18.9530
4983052_19680,09:35:00,09:35:00,PF_B02_1,17,0,0,18.9530
4983061_19680,09:41:00,09:41:00,PF_B02_1,17,0,0,18.9530
4983059_19680,09:47:00,09:47:00,PF_B02_1,17,0,0,18.9530
4983054_19680,09:53:00,09:53:00,PF_B02_1,17,0,0,18.9530
4983053_19680,09:59:00,09:59:00,PF_B02_1,17,0,0,18.9530
4983062_19680,10:05:00,10:05:00,PF_B02_1,17,0,0,18.9530
4983068_19680,10:11:00,10:11:00,PF_B02_1,17,0,0,18.9530
4983067_19680,10:17:00,10:17:00,PF_B02_1,17,0,0,18.9530
4983070_19680,10:23:00,10:23:00,PF_B02_1,17,0,0,18.9530
4983075_19680,10:29:00,10:29:00,PF_B02_1,17,0,0,18.9530
4983077_19680,10:35:00,10:35:00,PF_B02_1,17,0,0,18.9530
4983071_19680,10:41:00,10:41:00,PF_B02_1,17,0,0,18.9530
4983074_19680,10:47:00,10:47:00,PF_B02_1,17,0,0,18.9530
4983076_19680,10:53:00,10:53:00,PF_B02_1,17,0,0,18.9530
4983073_19680,10:59:00,10:59:00,PF_B02_1,17,0,0,18.9530
4983083_19680,11:05:00,11:05:00,PF_B02_1,17,0,0,18.9530
4983092_19680,11:11:00,11:11:00,PF_B02_1,17,0,0,18.9530
4983084_19680,11:17:00,11:17:00,PF_B02_1,17,0,0,18.9530
4983085_19680,11:23:00,11:23:00,PF_B02_1,17,0,0,18.9530
4983091_19680,11:29:00,11:29:00,PF_B02_1,17,0,0,18.9530
4983094_19680,11:35:00,11:35:00,PF_B02_1,17,0,0,18.9530
4983098_19680,11:41:00,11:41:00,PF_B02_1,17,0,0,18.9530
4983096_19680,11:47:00,11:47:00,PF_B02_1,17,0,0,18.9530
4983103_19680,11:53:00,11:53:00,PF_B02_1,17,0,0,18.9530
4983104_19680,11:59:00,11:59:00,PF_B02_1,17,0,0,18.9530
4983106_19680,12:05:00,12:05:00,PF_B02_1,17,0,0,18.9530
4983101_19680,12:11:00,12:11:00,PF_B02_1,17,0,0,18.9530
4983116_19680,12:17:00,12:17:00,PF_B02_1,17,0,0,18.9530
4983109_19680,12:23:00,12:23:00,PF_B02_1,17,0,0,18.9530
4983112_19680,12:29:00,12:29:00,PF_B02_1,17,0,0,18.9530
4983118_19680,12:35:00,12:35:00,PF_B02_1,17,0,0,18.9530
4983119_19680,12:41:00,12:41:00,PF_B02_1,17,0,0,18.9530
4983110_19680,12:47:00,12:47:00,PF_B02_1,17,0,0,18.9530
4983113_19680,12:53:00,12:53:00,PF_B02_1,17,0,0,18.9530
4983122_19680,12:59:00,12:59:00,PF_B02_1,17,0,0,18.9530
4983124_19680,13:05:00,13:05:00,PF_B02_1,17,0,0,18.9530
4983127_19680,13:11:00,13:11:00,PF_B02_1,17,0,0,18.9530
4983135_19680,13:17:00,13:17:00,PF_B02_1,17,0,0,18.9530
4983130_19680,13:23:00,13:23:00,PF_B02_1,17,0,0,18.9530
4983134_19680,13:29:00,13:29:00,PF_B02_1,17,0,0,18.9530
4983129_19680,13:35:00,13:35:00,PF_B02_1,17,0,0,18.9530
4983137_19680,13:41:00,13:41:00,PF_B02_1,17,0,0,18.9530
4983133_19680,13:47:00,13:47:00,PF_B02_1,17,0,0,18.9530
4983148_19680,13:53:00,13:53:00,PF_B02_1,17,0,0,18.9530
4983146_19680,13:59:00,13:59:00,PF_B02_1,17,0,0,18.9530
4983143_19680,14:05:00,14:05:00,PF_B02_1,17,0,0,18.9530
4983150_19680,14:11:00,14:11:00,PF_B02_1,17,0,0,18.9530
4983145_19680,14:17:00,14:17:00,PF_B02_1,17,0,0,18.9530
4983156_19680,14:23:00,14:23:00,PF_B02_1,17,0,0,18.9530
4983163_19680,14:29:00,14:29:00,PF_B02_1,17,0,0,18.9530
4983159_19680,14:35:00,14:35:00,PF_B02_1,17,0,0,18.9530
4983157_19680,14:41:00,14:41:00,PF_B02_1,17,0,0,18.9530
4983165_19680,14:47:00,14:47:00,PF_B02_1,17,0,0,18.9530
4983166_19680,14:53:00,14:53:00,PF_B02_1,17,0,0,18.9530
4983162_19680,14:59:00,14:59:00,PF_B02_1,17,0,0,18.9530
4983178_19680,15:05:00,15:05:00,PF_B02_1,17,0,0,18.9530
4983191_19680,15:11:00,15:11:00,PF_B02_1,17,0,0,18.9530
4983183_19680,15:17:00,15:17:00,PF_B02_1,17,0,0,18.9530
4983186_19680,15:23:00,15:23:00,PF_B02_1,17,0,0,18.9530
4983188_19680,15:29:00,15:29:00,PF_B02_1,17,0,0,18.9530
4983172_19680,15:35:00,15:35:00,PF_B02_1,17,0,0,18.9530
4983179_19680,15:41:00,15:41:00,PF_B02_1,17,0,0,18.9530
4983180_19680,15:47:00,15:47:00,PF_B02_1,17,0,0,18.9530
4983185_19680,15:53:00,15:53:00,PF_B02_1,17,0,0,18.9530
4983175_19680,15:59:00,15:59:00,PF_B02_1,17,0,0,18.9530
4983174_19680,16:05:00,16:05:00,PF_B02_1,17,0,0,18.9530
4983193_19680,16:11:00,16:11:00,PF_B02_1,17,0,0,18.9530
4983153_19680,16:17:00,16:17:00,PF_B02_1,17,0,0,18.9530
4983152_19680,16:23:00,16:23:00,PF_B02_1,17,0,0,18.9530
4983222_19680,16:29:00,16:29:00,PF_B02_1,17,0,0,18.9530
4983228_19680,16:35:00,16:35:00,PF_B02_1,17,0,0,18.9530
4983223_19680,16:41:00,16:41:00,PF_B02_1,17,0,0,18.9530
4983205_19680,16:47:00,16:47:00,PF_B02_1,17,0,0,18.9530
4983199_19680,16:53:00,16:53:00,PF_B02_1,17,0,0,18.9530
4983202_19680,16:59:00,16:59:00,PF_B02_1,17,0,0,18.9530
4983226_19680,17:05:00,17:05:00,PF_B02_1,17,0,0,18.9530
4983227_19680,17:11:00,17:11:00,PF_B02_1,17,0,0,18.9530
4983204_19680,17:17:00,17:17:00,PF_B02_1,17,0,0,18.9530
4983208_19680,17:23:00,17:23:00,PF_B02_1,17,0,0,18.9530
4983224_19680,17:29:00,17:29:00,PF_B02_1,17,0,0,18.9530
4983210_19680,17:35:00,17:35:00,PF_B02_1,17,0,0,18.9530
4983206_19680,17:41:00,17:41:00,PF_B02_1,17,0,0,18.9530
4983197_19680,17:47:00,17:47:00,PF_B02_1,17,0,0,18.9530
4983203_19680,17:53:00,17:53:00,PF_B02_1,17,0,0,18.9530
4983257_19680,17:59:00,17:59:00,PF_B02_1,17,0,0,18.9530
4983231_19680,18:05:00,18:05:00,PF_B02_1,17,0,0,18.9530
4983215_19680,18:11:00,18:11:00,PF_B02_1,17,0,0,18.9530
4983252_19680,18:17:00,18:17:00,PF_B02_1,17,0,0,18.9530
4983267_19680,18:23:00,18:23:00,PF_B02_1,17,0,0,18.9530
4983269_19680,18:29:00,18:29:00,PF_B02_1,17,0,0,18.9530
4983255_19680,18:35:00,18:35:00,PF_B02_1,17,0,0,18.9530
4983262_19680,18:41:00,18:41:00,PF_B02_1,17,0,0,18.9530
4983244_19680,18:47:00,18:47:00,PF_B02_1,17,0,0,18.9530
4983232_19680,18:53:00,18:53:00,PF_B02_1,17,0,0,18.9530
4983234_19680,18:59:00,18:59:00,PF_B02_1,17,0,0,18.9530
4983271_19680,19:05:00,19:05:00,PF_B02_1,17,0,0,18.9530
4983273_19680,19:11:00,19:11:00,PF_B02_1,17,0,0,18.9530
4983264_19680,19:17:00,19:17:00,PF_B02_1,17,0,0,18.9530
4983220_19680,19:23:00,19:23:00,PF_B02_1,17,0,0,18.9530
4983261_19680,19:29:00,19:29:00,PF_B02_1,17,0,0,18.9530
4983229_19680,19:35:00,19:35:00,PF_B02_1,17,0,0,18.9530
4983268_19680,19:41:00,19:41:00,PF_B02_1,17,0,0,18.9530
4983237_19680,19:47:00,19:47:00,PF_B02_1,17,0,0,18.9530
4983241_19680,19:53:00,19:53:00,PF_B02_1,17,0,0,18.9530
4983247_19680,19:59:00,19:59:00,PF_B02_1,17,0,0,18.9530
4983258_19680,20:05:00,20:05:00,PF_B02_1,17,0,0,18.9530
4983248_19680,20:11:00,20:11:00,PF_B02_1,17,0,0,18.9530
4983219_19680,20:17:00,20:17:00,PF_B02_1,17,0,0,18.9530
4983277_19680,20:23:00,20:23:00,PF_B02_1,17,0,0,18.9530
4983292_19680,20:29:00,20:29:00,PF_B02_1,17,0,0,18.9530
4983308_19680,20:35:00,20:35:00,PF_B02_1,17,0,0,18.9530
4983300_19680,20:41:00,20:41:00,PF_B02_1,17,0,0,18.9530
4983274_19680,20:47:00,20:47:00,PF_B02_1,17,0,0,18.9530
4983289_19680,20:53:00,20:53:00,PF_B02_1,17,0,0,18.9530
4983291_19680,20:59:00,20:59:00,PF_B02_1,17,0,0,18.9530
4983285_19680,21:05:00,21:05:00,PF_B02_1,17,0,0,18.9530
4983284_19680,21:11:00,21:11:00,PF_B02_1,17,0,0,18.9530
4983294_19680,21:17:00,21:17:00,PF_B02_1,17,0,0,18.9530
4983280_19680,21:23:00,21:23:00,PF_B02_1,17,0,0,18.9530
4983279_19680,21:29:00,21:29:00,PF_B02_1,17,0,0,18.9530
4983298_19680,21:35:00,21:35:00,PF_B02_1,17,0,0,18.9530
4983293_19680,21:41:00,21:41:00,PF_B02_1,17,0,0,18.9530
4983312_19680,21:47:00,21:47:00,PF_B02_1,17,0,0,18.9530
4983311_19680,21:53:00,21:53:00,PF_B02_1,17,0,0,18.9530
4983305_19680,21:59:00,21:59:00,PF_B02_1,17,0,0,18.9530
4983302_19680,22:05:00,22:05:00,PF_B02_1,17,0,0,18.9530
4983317_19680,22:11:00,22:11:00,PF_B02_1,17,0,0,18.9530
4983304_19680,22:19:00,22:19:00,PF_B02_1,17,0,0,18.9530
4983321_19680,22:28:00,22:28:00,PF_B02_1,17,0,0,18.9530
4983337_19680,22:38:00,22:38:00,PF_B02_1,17,0,0,18.9530
4983328_19680,22:48:00,22:48:00,PF_B02_1,17,0,0,18.9530
4983334_19680,22:58:00,22:58:00,PF_B02_1,17,0,0,18.9530
4983327_19680,23:08:00,23:08:00,PF_B02_1,17,0,0,18.9530
4983330_19680,23:18:00,23:18:00,PF_B02_1,17,0,0,18.9530
4983331_19680,23:28:00,23:28:00,PF_B02_1,17,0,0,18.9530
4983341_19680,23:38:00,23:38:00,PF_B02_1,17,0,0,18.9530
4983342_19680,23:48:00,23:48:00,PF_B02_1,17,0,0,18.9530
4983348_19680,23:58:00,23:58:00,PF_B02_1,17,0,0,18.9530
4983345_19680,24:10:00,24:10:00,PF_B02_1,17,0,0,18.9530
4982173_19680,05:41:00,05:41:00,PF_B02_1,17,0,0,18.9530
4982455_19680,05:47:00,05:47:00,PF_B02_1,17,0,0,18.9530
4982463_19680,05:53:00,05:53:00,PF_B02_1,17,0,0,18.9530
4982308_19680,05:59:00,05:59:00,PF_B02_1,17,0,0,18.9530
4982457_19680,06:05:00,06:05:00,PF_B02_1,17,0,0,18.9530
4982456_19680,06:11:00,06:11:00,PF_B02_1,17,0,0,18.9530
4982464_19680,06:17:00,06:17:00,PF_B02_1,17,0,0,18.9530
4982443_19680,06:23:00,06:23:00,PF_B02_1,17,0,0,18.9530
4982447_19680,06:29:00,06:29:00,PF_B02_1,17,0,0,18.9530
4982213_19680,06:35:00,06:35:00,PF_B02_1,17,0,0,18.9530
4982288_19680,06:41:00,06:41:00,PF_B02_1,17,0,0,18.9530
4982444_19680,06:47:00,06:47:00,PF_B02_1,17,0,0,18.9530
4982335_19680,06:53:00,06:53:00,PF_B02_1,17,0,0,18.9530
4982309_19680,06:59:00,06:59:00,PF_B02_1,17,0,0,18.9530
4982366_19680,07:05:00,07:05:00,PF_B02_1,17,0,0,18.9530
4982442_19680,07:10:00,07:10:00,PF_B02_1,17,0,0,18.9530
4982225_19680,07:15:00,07:15:00,PF_B02_1,17,0,0,18.9530
4982579_19680,07:20:00,07:20:00,PF_B02_1,17,0,0,18.9530
4982219_19680,07:25:00,07:25:00,PF_B02_1,17,0,0,18.9530
4982204_19680,07:30:00,07:30:00,PF_B02_1,17,0,0,18.9530
4982434_19680,07:35:00,07:35:00,PF_B02_1,17,0,0,18.9530
4982212_19680,07:40:00,07:40:00,PF_B02_1,17,0,0,18.9530
4982369_19680,07:45:00,07:45:00,PF_B02_1,17,0,0,18.9530
4982580_19680,07:50:00,07:50:00,PF_B02_1,17,0,0,18.9530
4982336_19680,07:55:00,07:55:00,PF_B02_1,17,0,0,18.9530
4982423_19680,08:00:00,08:00:00,PF_B02_1,17,0,0,18.9530
4982302_19680,08:05:00,08:05:00,PF_B02_1,17,0,0,18.9530
4982284_19680,08:10:00,08:10:00,PF_B02_1,17,0,0,18.9530
4982163_19680,08:15:00,08:15:00,PF_B02_1,17,0,0,18.9530
4982581_19680,08:20:00,08:20:00,PF_B02_1,17,0,0,18.9530
4982419_19680,08:25:00,08:25:00,PF_B02_1,17,0,0,18.9530
4982370_19680,08:30:00,08:30:00,PF_B02_1,17,0,0,18.9530
4982211_19680,08:35:00,08:35:00,PF_B02_1,17,0,0,18.9530
4982203_19680,08:40:00,08:40:00,PF_B02_1,17,0,0,18.9530
4982429_19680,08:45:00,08:45:00,PF_B02_1,17,0,0,18.9530
4982582_19680,08:50:00,08:50:00,PF_B02_1,17,0,0,18.9530
4982337_19680,08:55:00,08:55:00,PF_B02_1,17,0,0,18.9530
4982311_19680,09:00:00,09:00:00,PF_B02_1,17,0,0,18.9530
4982372_19680,09:05:00,09:05:00,PF_B02_1,17,0,0,18.9530
4982435_19680,09:11:00,09:11:00,PF_B02_1,17,0,0,18.9530
4982177_19680,09:17:00,09:17:00,PF_B02_1,17,0,0,18.9530
4982274_19680,09:23:00,09:23:00,PF_B02_1,17,0,0,18.9530
4982174_19680,09:29:00,09:29:00,PF_B02_1,17,0,0,18.9530
